30,44,162
28,58,150
29,102,162
24,182,214
29,300,302
24,108,175
21,139,214
22,78,328
27,76,217
25,109,150
24,120,162
23,52,175
27,217,162
27,169,150
27,103,150
27,61,150
26,101,150
26,102,150
28,180,150
27,120,190
27,133,163
27,113,138
22,74,125
23,89,138
23,72,112
21,41,125
24,36,125
25,37,125
24,84,125
27,162,140
25,36,125
24,47,183
24,70,125
21,58,138
17,44,150
23,219,190
22,51,143
21,43,138
23,65,162
20,203,263
22,234,320
20,248,167
21,156,125
23,117,125
23,89,138
22,52,138
20,50,150
21,30,125
23,111,150
23,150,162
22,261,243
18,91,320
19,95,170
19,115,125
25,251,162
24,233,257
22,133,336
20,35,309
21,58,138
21,71,138
22,99,138
21,55,125
22,70,138
22,96,163
23,99,213
24,145,140
26,162,125
24,200,214
18,30,240
18,99,240
17,31,138
14,23,138
14,31,143
16,36,138
16,264,175
14,277,150
12,96,157
13,100,160
12,21,190
13,73,318
13,37,173
10,299,175
10,248,310
12,74,207
14,78,183
13,25,177
12,33,257
14,83,309
16,100,188
12,133,312
16,214,338
13,303,369
6,326,355
8,182,162
9,220,200
9,142,305
7,27,270
8,99,305
12,171,257
15,91,175
14,102,283
15,188,326
13,196,307
12,53,330
13,128,230
15,284,214
16,130,308
15,237,328
-2,326,150
3,315,188
9,277,233
9,204,277
9,64,314
12,78,287
9,28,153
7,161,227
-3,332,237
1,311,188
6,281,200
7,228,270
6,303,322
11,253,317
16,195,290
14,154,310
18,211,318
7,8,305
8,297,203
14,226,273
10,108,327
14,135,287
20,172,175
12,46,223
9,143,270
12,168,306
14,91,322
12,233,229
11,49,200
10,291,309
9,188,320
13,159,162
